starttime	seconds	ctime	dtime	ttime	wait
Fri May 31 14:48:44 2024	1717147124	0	13	13	9
Fri May 31 14:48:47 2024	1717147127	0	14	14	14
Fri May 31 14:48:49 2024	1717147129	0	15	15	14
Fri May 31 14:48:52 2024	1717147132	0	15	15	14
Fri May 31 14:48:50 2024	1717147130	0	15	15	14
Fri May 31 14:48:50 2024	1717147130	0	16	16	16
Fri May 31 14:48:52 2024	1717147132	0	18	18	13
Fri May 31 14:48:45 2024	1717147125	0	19	19	19
Fri May 31 14:48:51 2024	1717147131	0	19	19	19
Fri May 31 14:48:50 2024	1717147130	0	19	19	19
Fri May 31 14:48:50 2024	1717147130	0	20	20	20
Fri May 31 14:48:46 2024	1717147126	0	22	22	22
Fri May 31 14:48:45 2024	1717147125	0	23	23	20
Fri May 31 14:48:45 2024	1717147125	2	21	23	21
Fri May 31 14:48:45 2024	1717147125	0	24	24	24
Fri May 31 14:48:50 2024	1717147130	0	26	26	26
Fri May 31 14:48:45 2024	1717147125	0	27	27	26
Fri May 31 14:48:52 2024	1717147132	0	27	27	27
Fri May 31 14:48:44 2024	1717147124	2	25	28	25
Fri May 31 14:48:52 2024	1717147132	0	28	28	28
Fri May 31 14:48:45 2024	1717147125	0	29	29	27
Fri May 31 14:48:45 2024	1717147125	0	29	29	28
Fri May 31 14:48:49 2024	1717147129	0	31	31	30
Fri May 31 14:48:45 2024	1717147125	0	31	31	30
Fri May 31 14:48:47 2024	1717147127	0	31	31	31
Fri May 31 14:48:49 2024	1717147129	0	31	31	31
Fri May 31 14:48:51 2024	1717147131	0	32	32	31
Fri May 31 14:48:50 2024	1717147130	0	32	32	32
Fri May 31 14:48:48 2024	1717147128	0	32	32	31
Fri May 31 14:48:52 2024	1717147132	0	32	32	27
Fri May 31 14:48:46 2024	1717147126	0	33	33	32
Fri May 31 14:48:45 2024	1717147125	0	33	33	33
Fri May 31 14:48:52 2024	1717147132	0	34	34	34
Fri May 31 14:48:49 2024	1717147129	0	35	35	23
Fri May 31 14:48:48 2024	1717147128	0	36	36	36
Fri May 31 14:48:52 2024	1717147132	0	37	37	37
Fri May 31 14:48:52 2024	1717147132	0	37	37	37
Fri May 31 14:48:45 2024	1717147125	0	38	38	38
Fri May 31 14:48:45 2024	1717147125	0	38	38	38
Fri May 31 14:48:48 2024	1717147128	0	38	38	38
Fri May 31 14:48:52 2024	1717147132	0	39	39	39
Fri May 31 14:48:52 2024	1717147132	0	39	39	39
Fri May 31 14:48:48 2024	1717147128	0	39	40	39
Fri May 31 14:48:50 2024	1717147130	0	40	40	39
Fri May 31 14:48:47 2024	1717147127	0	40	40	39
Fri May 31 14:48:50 2024	1717147130	0	40	40	40
Fri May 31 14:48:52 2024	1717147132	0	41	41	40
Fri May 31 14:48:44 2024	1717147124	0	42	42	41
Fri May 31 14:48:50 2024	1717147130	0	42	42	41
Fri May 31 14:48:52 2024	1717147132	0	42	42	42
Fri May 31 14:48:45 2024	1717147125	0	44	44	43
Fri May 31 14:48:52 2024	1717147132	0	46	46	45
Fri May 31 14:48:52 2024	1717147132	0	47	47	46
Fri May 31 14:48:52 2024	1717147132	0	47	47	46
Fri May 31 14:48:45 2024	1717147125	0	48	48	47
Fri May 31 14:48:52 2024	1717147132	0	48	48	48
Fri May 31 14:48:50 2024	1717147130	0	48	48	48
Fri May 31 14:48:45 2024	1717147125	0	50	50	50
Fri May 31 14:48:52 2024	1717147132	0	52	52	51
Fri May 31 14:48:52 2024	1717147132	0	53	53	52
Fri May 31 14:48:44 2024	1717147124	0	53	53	53
Fri May 31 14:48:52 2024	1717147132	0	54	54	54
Fri May 31 14:48:52 2024	1717147132	0	54	54	54
Fri May 31 14:48:45 2024	1717147125	0	55	55	55
Fri May 31 14:48:48 2024	1717147128	0	55	55	55
Fri May 31 14:48:45 2024	1717147125	1	55	55	55
Fri May 31 14:48:52 2024	1717147132	0	56	56	55
Fri May 31 14:48:52 2024	1717147132	0	56	56	56
Fri May 31 14:48:52 2024	1717147132	0	57	57	56
Fri May 31 14:48:49 2024	1717147129	0	57	57	57
Fri May 31 14:48:50 2024	1717147130	0	57	58	57
Fri May 31 14:48:52 2024	1717147132	0	58	58	57
Fri May 31 14:48:50 2024	1717147130	0	58	58	58
Fri May 31 14:48:50 2024	1717147130	0	58	58	58
Fri May 31 14:48:52 2024	1717147132	0	59	59	58
Fri May 31 14:48:52 2024	1717147132	0	59	59	58
Fri May 31 14:48:45 2024	1717147125	0	60	60	59
Fri May 31 14:48:47 2024	1717147127	0	60	60	59
Fri May 31 14:48:52 2024	1717147132	0	61	61	60
Fri May 31 14:48:48 2024	1717147128	0	61	61	60
Fri May 31 14:48:44 2024	1717147124	0	62	62	61
Fri May 31 14:48:52 2024	1717147132	0	62	62	61
Fri May 31 14:48:48 2024	1717147128	0	62	62	62
Fri May 31 14:48:52 2024	1717147132	0	63	63	62
Fri May 31 14:48:50 2024	1717147130	0	63	63	63
Fri May 31 14:48:52 2024	1717147132	0	63	63	63
Fri May 31 14:48:52 2024	1717147132	0	64	64	63
Fri May 31 14:48:52 2024	1717147132	0	64	64	63
Fri May 31 14:48:52 2024	1717147132	0	64	64	63
Fri May 31 14:48:45 2024	1717147125	0	64	64	63
Fri May 31 14:48:52 2024	1717147132	0	66	66	65
Fri May 31 14:48:52 2024	1717147132	0	66	66	66
Fri May 31 14:48:45 2024	1717147125	0	67	67	66
Fri May 31 14:48:44 2024	1717147124	0	67	67	66
Fri May 31 14:48:49 2024	1717147129	0	67	67	66
Fri May 31 14:48:52 2024	1717147132	0	69	69	55
Fri May 31 14:48:52 2024	1717147132	0	69	69	68
Fri May 31 14:48:52 2024	1717147132	0	69	69	68
Fri May 31 14:48:52 2024	1717147132	0	69	69	69
Fri May 31 14:48:46 2024	1717147126	0	70	70	70
Fri May 31 14:48:52 2024	1717147132	0	70	70	70
Fri May 31 14:48:49 2024	1717147129	0	70	70	70
Fri May 31 14:48:50 2024	1717147130	0	71	71	71
Fri May 31 14:48:48 2024	1717147128	0	72	72	72
Fri May 31 14:48:48 2024	1717147128	0	73	73	73
Fri May 31 14:48:52 2024	1717147132	0	74	74	73
Fri May 31 14:48:52 2024	1717147132	0	74	74	74
Fri May 31 14:48:44 2024	1717147124	0	75	75	75
Fri May 31 14:48:50 2024	1717147130	0	76	76	56
Fri May 31 14:48:44 2024	1717147124	0	76	76	75
Fri May 31 14:48:52 2024	1717147132	0	76	76	75
Fri May 31 14:48:48 2024	1717147128	0	76	76	76
Fri May 31 14:48:44 2024	1717147124	0	76	76	76
Fri May 31 14:48:46 2024	1717147126	0	76	76	76
Fri May 31 14:48:52 2024	1717147132	0	76	77	76
Fri May 31 14:48:49 2024	1717147129	0	77	77	75
Fri May 31 14:48:48 2024	1717147128	0	77	77	76
Fri May 31 14:48:44 2024	1717147124	2	75	77	74
Fri May 31 14:48:49 2024	1717147129	0	77	77	77
Fri May 31 14:48:49 2024	1717147129	0	77	77	77
Fri May 31 14:48:52 2024	1717147132	0	78	78	77
Fri May 31 14:48:44 2024	1717147124	1	77	78	76
Fri May 31 14:48:47 2024	1717147127	0	78	78	78
Fri May 31 14:48:52 2024	1717147132	0	79	79	78
Fri May 31 14:48:46 2024	1717147126	0	79	79	79
Fri May 31 14:48:44 2024	1717147124	0	79	79	79
Fri May 31 14:48:51 2024	1717147131	0	79	80	79
Fri May 31 14:48:52 2024	1717147132	0	80	80	79
Fri May 31 14:48:48 2024	1717147128	0	80	80	79
Fri May 31 14:48:44 2024	1717147124	2	80	82	80
Fri May 31 14:48:51 2024	1717147131	0	82	82	81
Fri May 31 14:48:45 2024	1717147125	0	82	82	82
Fri May 31 14:48:50 2024	1717147130	0	82	82	82
Fri May 31 14:48:45 2024	1717147125	0	83	83	63
Fri May 31 14:48:52 2024	1717147132	0	83	83	82
Fri May 31 14:48:52 2024	1717147132	0	84	84	84
Fri May 31 14:48:52 2024	1717147132	0	86	86	85
Fri May 31 14:48:49 2024	1717147129	0	87	87	86
Fri May 31 14:48:44 2024	1717147124	0	87	87	87
Fri May 31 14:48:52 2024	1717147132	0	88	88	88
Fri May 31 14:48:44 2024	1717147124	0	88	88	88
Fri May 31 14:48:50 2024	1717147130	0	88	88	58
Fri May 31 14:48:48 2024	1717147128	0	88	88	88
Fri May 31 14:48:50 2024	1717147130	0	89	89	89
Fri May 31 14:48:52 2024	1717147132	0	89	89	89
Fri May 31 14:48:46 2024	1717147126	0	89	89	89
Fri May 31 14:48:44 2024	1717147124	0	90	90	90
Fri May 31 14:48:44 2024	1717147124	0	90	90	90
Fri May 31 14:48:45 2024	1717147125	0	90	90	55
Fri May 31 14:48:48 2024	1717147128	0	91	91	91
Fri May 31 14:48:50 2024	1717147130	0	91	91	91
Fri May 31 14:48:47 2024	1717147127	0	91	91	91
Fri May 31 14:48:44 2024	1717147124	0	92	92	90
Fri May 31 14:48:52 2024	1717147132	0	92	92	91
Fri May 31 14:48:52 2024	1717147132	0	92	92	92
Fri May 31 14:48:50 2024	1717147130	0	92	92	92
Fri May 31 14:48:51 2024	1717147131	0	93	93	68
Fri May 31 14:48:50 2024	1717147130	0	93	93	93
Fri May 31 14:48:44 2024	1717147124	2	91	93	91
Fri May 31 14:48:51 2024	1717147131	0	93	94	93
Fri May 31 14:48:45 2024	1717147125	0	94	94	93
Fri May 31 14:48:49 2024	1717147129	0	95	95	94
Fri May 31 14:48:49 2024	1717147129	0	95	96	95
Fri May 31 14:48:52 2024	1717147132	0	97	97	97
Fri May 31 14:48:49 2024	1717147129	0	97	97	97
Fri May 31 14:48:45 2024	1717147125	0	97	97	97
Fri May 31 14:48:48 2024	1717147128	0	100	100	99
Fri May 31 14:48:48 2024	1717147128	0	100	100	99
Fri May 31 14:48:50 2024	1717147130	0	100	100	100
Fri May 31 14:48:44 2024	1717147124	0	100	100	100
Fri May 31 14:48:50 2024	1717147130	0	102	102	102
Fri May 31 14:48:52 2024	1717147132	0	102	102	101
Fri May 31 14:48:52 2024	1717147132	0	102	102	102
Fri May 31 14:48:48 2024	1717147128	0	102	102	102
Fri May 31 14:48:44 2024	1717147124	2	101	103	100
Fri May 31 14:48:49 2024	1717147129	0	103	103	102
Fri May 31 14:48:44 2024	1717147124	0	104	104	104
Fri May 31 14:48:52 2024	1717147132	0	104	104	104
Fri May 31 14:48:51 2024	1717147131	0	104	104	104
Fri May 31 14:48:52 2024	1717147132	0	105	105	105
Fri May 31 14:48:48 2024	1717147128	0	105	105	82
Fri May 31 14:48:44 2024	1717147124	2	103	106	103
Fri May 31 14:48:50 2024	1717147130	0	106	106	79
Fri May 31 14:48:52 2024	1717147132	0	106	106	89
Fri May 31 14:48:52 2024	1717147132	0	107	107	106
Fri May 31 14:48:44 2024	1717147124	0	107	107	106
Fri May 31 14:48:52 2024	1717147132	0	107	107	107
Fri May 31 14:48:52 2024	1717147132	0	107	107	107
Fri May 31 14:48:49 2024	1717147129	0	108	108	107
Fri May 31 14:48:44 2024	1717147124	2	106	109	105
Fri May 31 14:48:48 2024	1717147128	0	109	109	109
Fri May 31 14:48:52 2024	1717147132	0	110	110	110
Fri May 31 14:48:52 2024	1717147132	0	110	110	109
Fri May 31 14:48:44 2024	1717147124	2	108	110	108
Fri May 31 14:48:47 2024	1717147127	0	110	111	105
Fri May 31 14:48:51 2024	1717147131	0	111	111	110
Fri May 31 14:48:45 2024	1717147125	0	111	111	111
Fri May 31 14:48:44 2024	1717147124	0	111	111	111
Fri May 31 14:48:52 2024	1717147132	0	112	112	111
Fri May 31 14:48:49 2024	1717147129	0	112	112	111
Fri May 31 14:48:52 2024	1717147132	0	112	112	111
Fri May 31 14:48:44 2024	1717147124	0	113	113	113
Fri May 31 14:48:50 2024	1717147130	0	114	114	113
Fri May 31 14:48:51 2024	1717147131	0	114	115	114
Fri May 31 14:48:49 2024	1717147129	0	116	116	116
Fri May 31 14:48:51 2024	1717147131	0	117	117	117
Fri May 31 14:48:52 2024	1717147132	0	118	118	118
Fri May 31 14:48:48 2024	1717147128	0	119	119	118
Fri May 31 14:48:48 2024	1717147128	0	119	119	119
Fri May 31 14:48:48 2024	1717147128	0	120	120	119
Fri May 31 14:48:44 2024	1717147124	0	120	120	120
Fri May 31 14:48:52 2024	1717147132	0	120	120	120
Fri May 31 14:48:48 2024	1717147128	0	120	120	120
Fri May 31 14:48:47 2024	1717147127	0	121	121	121
Fri May 31 14:48:48 2024	1717147128	0	121	121	120
Fri May 31 14:48:50 2024	1717147130	0	121	121	121
Fri May 31 14:48:52 2024	1717147132	0	122	122	121
Fri May 31 14:48:44 2024	1717147124	2	121	123	120
Fri May 31 14:48:50 2024	1717147130	0	123	123	122
Fri May 31 14:48:49 2024	1717147129	0	123	123	122
Fri May 31 14:48:50 2024	1717147130	0	123	123	123
Fri May 31 14:48:52 2024	1717147132	0	124	124	123
Fri May 31 14:48:52 2024	1717147132	0	124	124	99
Fri May 31 14:48:44 2024	1717147124	0	124	124	124
Fri May 31 14:48:52 2024	1717147132	0	124	124	124
Fri May 31 14:48:48 2024	1717147128	0	125	125	124
Fri May 31 14:48:52 2024	1717147132	0	125	125	124
Fri May 31 14:48:52 2024	1717147132	0	126	126	126
Fri May 31 14:48:49 2024	1717147129	0	126	126	126
Fri May 31 14:48:51 2024	1717147131	0	126	126	126
Fri May 31 14:48:51 2024	1717147131	0	126	127	92
Fri May 31 14:48:52 2024	1717147132	0	128	128	127
Fri May 31 14:48:44 2024	1717147124	0	129	129	129
Fri May 31 14:48:52 2024	1717147132	0	130	130	129
Fri May 31 14:48:44 2024	1717147124	0	130	130	129
Fri May 31 14:48:52 2024	1717147132	0	130	130	130
Fri May 31 14:48:52 2024	1717147132	0	130	130	106
Fri May 31 14:48:44 2024	1717147124	0	131	131	130
Fri May 31 14:48:44 2024	1717147124	2	129	131	128
Fri May 31 14:48:51 2024	1717147131	0	131	131	130
Fri May 31 14:48:47 2024	1717147127	0	132	132	132
Fri May 31 14:48:52 2024	1717147132	0	132	132	132
Fri May 31 14:48:52 2024	1717147132	0	133	133	133
Fri May 31 14:48:51 2024	1717147131	0	133	133	133
Fri May 31 14:48:47 2024	1717147127	0	133	133	133
Fri May 31 14:48:48 2024	1717147128	0	134	134	133
Fri May 31 14:48:51 2024	1717147131	0	134	134	134
Fri May 31 14:48:49 2024	1717147129	0	134	134	134
Fri May 31 14:48:48 2024	1717147128	0	135	135	135
Fri May 31 14:48:44 2024	1717147124	2	133	135	133
Fri May 31 14:48:51 2024	1717147131	0	136	136	135
Fri May 31 14:48:50 2024	1717147130	0	136	136	135
Fri May 31 14:48:45 2024	1717147125	0	136	136	135
Fri May 31 14:48:44 2024	1717147124	0	137	137	136
Fri May 31 14:48:49 2024	1717147129	0	137	137	137
Fri May 31 14:48:44 2024	1717147124	1	136	137	135
Fri May 31 14:48:51 2024	1717147131	0	138	138	137
Fri May 31 14:48:50 2024	1717147130	0	138	138	120
Fri May 31 14:48:48 2024	1717147128	0	138	138	138
Fri May 31 14:48:48 2024	1717147128	0	139	139	138
Fri May 31 14:48:45 2024	1717147125	0	139	139	139
Fri May 31 14:48:44 2024	1717147124	0	139	139	139
Fri May 31 14:48:49 2024	1717147129	0	140	140	139
Fri May 31 14:48:48 2024	1717147128	0	140	140	139
Fri May 31 14:48:45 2024	1717147125	0	140	140	140
Fri May 31 14:48:44 2024	1717147124	0	141	141	140
Fri May 31 14:48:48 2024	1717147128	0	142	142	141
Fri May 31 14:48:47 2024	1717147127	0	142	142	141
Fri May 31 14:48:44 2024	1717147124	2	140	142	140
Fri May 31 14:48:52 2024	1717147132	0	143	143	142
Fri May 31 14:48:50 2024	1717147130	0	143	143	143
Fri May 31 14:48:52 2024	1717147132	0	143	143	142
Fri May 31 14:48:51 2024	1717147131	0	145	145	136
Fri May 31 14:48:48 2024	1717147128	0	145	145	144
Fri May 31 14:48:45 2024	1717147125	0	146	146	43
Fri May 31 14:48:52 2024	1717147132	0	146	146	145
Fri May 31 14:48:49 2024	1717147129	0	146	146	145
Fri May 31 14:48:51 2024	1717147131	0	146	146	145
Fri May 31 14:48:47 2024	1717147127	0	146	146	145
Fri May 31 14:48:51 2024	1717147131	0	146	146	146
Fri May 31 14:48:51 2024	1717147131	0	146	146	146
Fri May 31 14:48:44 2024	1717147124	0	147	147	147
Fri May 31 14:48:52 2024	1717147132	0	148	149	126
Fri May 31 14:48:52 2024	1717147132	0	148	149	148
Fri May 31 14:48:44 2024	1717147124	2	147	149	146
Fri May 31 14:48:49 2024	1717147129	0	149	149	149
Fri May 31 14:48:52 2024	1717147132	0	150	150	149
Fri May 31 14:48:52 2024	1717147132	0	150	150	149
Fri May 31 14:48:51 2024	1717147131	0	150	150	137
Fri May 31 14:48:44 2024	1717147124	0	151	151	149
Fri May 31 14:48:51 2024	1717147131	0	151	151	151
Fri May 31 14:48:52 2024	1717147132	0	152	152	151
Fri May 31 14:48:45 2024	1717147125	0	152	152	151
Fri May 31 14:48:52 2024	1717147132	0	153	153	152
Fri May 31 14:48:45 2024	1717147125	0	153	153	145
Fri May 31 14:48:44 2024	1717147124	0	154	154	153
Fri May 31 14:48:44 2024	1717147124	2	152	154	152
Fri May 31 14:48:49 2024	1717147129	0	155	155	108
Fri May 31 14:48:47 2024	1717147127	0	156	156	155
Fri May 31 14:48:50 2024	1717147130	0	156	156	145
Fri May 31 14:48:47 2024	1717147127	0	157	157	156
Fri May 31 14:48:46 2024	1717147126	0	157	157	157
Fri May 31 14:48:48 2024	1717147128	0	158	158	158
Fri May 31 14:48:49 2024	1717147129	0	159	159	158
Fri May 31 14:48:52 2024	1717147132	0	159	159	159
Fri May 31 14:48:45 2024	1717147125	0	159	159	53
Fri May 31 14:48:52 2024	1717147132	0	159	160	119
Fri May 31 14:48:50 2024	1717147130	0	160	160	160
Fri May 31 14:48:48 2024	1717147128	0	161	161	160
Fri May 31 14:48:50 2024	1717147130	0	161	161	137
Fri May 31 14:48:48 2024	1717147128	0	162	162	161
Fri May 31 14:48:45 2024	1717147125	0	162	162	61
Fri May 31 14:48:51 2024	1717147131	0	163	163	163
Fri May 31 14:48:49 2024	1717147129	0	163	163	163
Fri May 31 14:48:50 2024	1717147130	0	164	164	163
Fri May 31 14:48:44 2024	1717147124	0	164	164	163
Fri May 31 14:48:48 2024	1717147128	0	164	164	163
Fri May 31 14:48:44 2024	1717147124	0	165	165	164
Fri May 31 14:48:45 2024	1717147125	0	165	165	165
Fri May 31 14:48:49 2024	1717147129	0	165	165	165
Fri May 31 14:48:51 2024	1717147131	0	165	166	154
Fri May 31 14:48:49 2024	1717147129	0	166	166	165
Fri May 31 14:48:47 2024	1717147127	0	166	166	165
Fri May 31 14:48:48 2024	1717147128	0	166	166	165
Fri May 31 14:48:47 2024	1717147127	0	166	166	166
Fri May 31 14:48:44 2024	1717147124	0	166	166	165
Fri May 31 14:48:48 2024	1717147128	0	167	167	166
Fri May 31 14:48:44 2024	1717147124	0	167	167	166
Fri May 31 14:48:45 2024	1717147125	0	167	167	167
Fri May 31 14:48:45 2024	1717147125	0	167	167	167
Fri May 31 14:48:44 2024	1717147124	0	167	168	167
Fri May 31 14:48:51 2024	1717147131	0	168	168	167
Fri May 31 14:48:44 2024	1717147124	2	166	168	165
Fri May 31 14:48:50 2024	1717147130	0	169	169	109
Fri May 31 14:48:46 2024	1717147126	0	169	169	169
Fri May 31 14:48:50 2024	1717147130	0	169	169	154
Fri May 31 14:48:50 2024	1717147130	0	170	170	169
Fri May 31 14:48:47 2024	1717147127	0	170	170	169
Fri May 31 14:48:49 2024	1717147129	0	170	170	170
Fri May 31 14:48:44 2024	1717147124	0	171	171	170
Fri May 31 14:48:44 2024	1717147124	0	171	171	170
Fri May 31 14:48:44 2024	1717147124	0	171	171	171
Fri May 31 14:48:49 2024	1717147129	0	172	172	171
Fri May 31 14:48:45 2024	1717147125	0	172	172	172
Fri May 31 14:48:47 2024	1717147127	0	173	173	172
Fri May 31 14:48:44 2024	1717147124	0	173	173	173
Fri May 31 14:48:47 2024	1717147127	0	173	173	172
Fri May 31 14:48:49 2024	1717147129	0	173	174	173
Fri May 31 14:48:47 2024	1717147127	0	174	174	173
Fri May 31 14:48:48 2024	1717147128	0	174	174	173
Fri May 31 14:48:50 2024	1717147130	0	174	174	56
Fri May 31 14:48:50 2024	1717147130	0	174	174	105
Fri May 31 14:48:47 2024	1717147127	0	175	175	174
Fri May 31 14:48:45 2024	1717147125	0	175	175	175
Fri May 31 14:48:48 2024	1717147128	0	176	176	96
Fri May 31 14:48:52 2024	1717147132	0	176	176	176
Fri May 31 14:48:49 2024	1717147129	0	176	176	176
Fri May 31 14:48:44 2024	1717147124	0	176	176	176
Fri May 31 14:48:50 2024	1717147130	0	177	177	177
Fri May 31 14:48:46 2024	1717147126	0	177	177	112
Fri May 31 14:48:52 2024	1717147132	0	177	177	177
Fri May 31 14:48:46 2024	1717147126	0	177	177	177
Fri May 31 14:48:48 2024	1717147128	0	177	177	177
Fri May 31 14:48:47 2024	1717147127	0	178	178	177
Fri May 31 14:48:44 2024	1717147124	2	176	178	175
Fri May 31 14:48:44 2024	1717147124	0	178	178	133
Fri May 31 14:48:48 2024	1717147128	0	178	178	178
Fri May 31 14:48:47 2024	1717147127	0	179	179	178
Fri May 31 14:48:50 2024	1717147130	0	179	179	157
Fri May 31 14:48:44 2024	1717147124	2	178	179	178
Fri May 31 14:48:44 2024	1717147124	0	180	180	180
Fri May 31 14:48:50 2024	1717147130	0	181	181	180
Fri May 31 14:48:44 2024	1717147124	0	181	181	180
Fri May 31 14:48:47 2024	1717147127	0	181	181	181
Fri May 31 14:48:46 2024	1717147126	0	181	181	181
Fri May 31 14:48:50 2024	1717147130	0	181	181	181
Fri May 31 14:48:50 2024	1717147130	0	181	181	181
Fri May 31 14:48:49 2024	1717147129	0	181	181	181
Fri May 31 14:48:47 2024	1717147127	0	182	182	181
Fri May 31 14:48:50 2024	1717147130	0	182	182	181
Fri May 31 14:48:44 2024	1717147124	2	180	182	177
Fri May 31 14:48:44 2024	1717147124	0	182	182	182
Fri May 31 14:48:48 2024	1717147128	0	183	183	182
Fri May 31 14:48:46 2024	1717147126	0	183	183	183
Fri May 31 14:48:44 2024	1717147124	2	181	184	181
Fri May 31 14:48:49 2024	1717147129	0	184	184	184
Fri May 31 14:48:45 2024	1717147125	0	184	184	184
Fri May 31 14:48:51 2024	1717147131	0	185	185	185
Fri May 31 14:48:50 2024	1717147130	0	185	185	166
Fri May 31 14:48:44 2024	1717147124	0	185	185	185
Fri May 31 14:48:49 2024	1717147129	0	186	186	185
Fri May 31 14:48:44 2024	1717147124	0	186	186	186
Fri May 31 14:48:49 2024	1717147129	0	187	187	186
Fri May 31 14:48:48 2024	1717147128	0	187	187	186
Fri May 31 14:48:44 2024	1717147124	0	187	187	187
Fri May 31 14:48:46 2024	1717147126	0	187	187	187
Fri May 31 14:48:51 2024	1717147131	0	188	188	159
Fri May 31 14:48:47 2024	1717147127	0	188	188	188
Fri May 31 14:48:47 2024	1717147127	0	188	188	188
Fri May 31 14:48:47 2024	1717147127	0	188	188	188
Fri May 31 14:48:46 2024	1717147126	0	188	188	188
Fri May 31 14:48:44 2024	1717147124	2	188	190	188
Fri May 31 14:48:51 2024	1717147131	0	191	191	190
Fri May 31 14:48:49 2024	1717147129	0	191	191	190
Fri May 31 14:48:49 2024	1717147129	0	192	192	89
Fri May 31 14:48:49 2024	1717147129	0	193	193	192
Fri May 31 14:48:45 2024	1717147125	0	193	193	193
Fri May 31 14:48:46 2024	1717147126	0	193	193	193
Fri May 31 14:48:46 2024	1717147126	0	194	194	193
Fri May 31 14:48:52 2024	1717147132	0	195	195	194
Fri May 31 14:48:52 2024	1717147132	0	195	195	195
Fri May 31 14:48:50 2024	1717147130	0	195	195	136
Fri May 31 14:48:48 2024	1717147128	0	195	195	195
Fri May 31 14:48:46 2024	1717147126	0	196	196	195
Fri May 31 14:48:49 2024	1717147129	0	197	197	197
Fri May 31 14:48:45 2024	1717147125	0	198	198	197
Fri May 31 14:48:44 2024	1717147124	0	199	199	198
Fri May 31 14:48:52 2024	1717147132	0	199	199	199
Fri May 31 14:48:48 2024	1717147128	0	199	199	198
Fri May 31 14:48:51 2024	1717147131	0	199	199	199
Fri May 31 14:48:51 2024	1717147131	0	199	199	198
Fri May 31 14:48:48 2024	1717147128	0	200	200	200
Fri May 31 14:48:51 2024	1717147131	0	200	200	170
Fri May 31 14:48:51 2024	1717147131	0	200	200	200
Fri May 31 14:48:47 2024	1717147127	0	202	202	195
Fri May 31 14:48:50 2024	1717147130	0	202	202	150
Fri May 31 14:48:47 2024	1717147127	0	202	202	202
Fri May 31 14:48:49 2024	1717147129	0	202	202	202
Fri May 31 14:48:46 2024	1717147126	0	202	202	202
Fri May 31 14:48:49 2024	1717147129	0	202	202	202
Fri May 31 14:48:45 2024	1717147125	0	202	203	202
Fri May 31 14:48:44 2024	1717147124	0	203	203	202
Fri May 31 14:48:44 2024	1717147124	0	203	203	203
Fri May 31 14:48:50 2024	1717147130	0	204	204	203
Fri May 31 14:48:48 2024	1717147128	0	205	205	205
Fri May 31 14:48:44 2024	1717147124	2	203	206	184
Fri May 31 14:48:50 2024	1717147130	0	206	206	205
Fri May 31 14:48:44 2024	1717147124	0	207	207	206
Fri May 31 14:48:44 2024	1717147124	0	207	207	207
Fri May 31 14:48:48 2024	1717147128	0	207	207	199
Fri May 31 14:48:50 2024	1717147130	0	207	207	207
Fri May 31 14:48:48 2024	1717147128	0	207	207	206
Fri May 31 14:48:48 2024	1717147128	0	207	207	202
Fri May 31 14:48:52 2024	1717147132	0	208	208	207
Fri May 31 14:48:47 2024	1717147127	0	208	208	208
Fri May 31 14:48:50 2024	1717147130	0	210	210	85
Fri May 31 14:48:45 2024	1717147125	0	210	210	210
Fri May 31 14:48:44 2024	1717147124	2	209	211	208
Fri May 31 14:48:52 2024	1717147132	0	211	211	210
Fri May 31 14:48:50 2024	1717147130	0	211	211	211
Fri May 31 14:48:49 2024	1717147129	0	211	211	211
Fri May 31 14:48:48 2024	1717147128	0	212	213	212
Fri May 31 14:48:49 2024	1717147129	0	213	213	212
Fri May 31 14:48:46 2024	1717147126	0	213	213	212
Fri May 31 14:48:49 2024	1717147129	0	214	214	214
Fri May 31 14:48:48 2024	1717147128	0	214	214	214
Fri May 31 14:48:44 2024	1717147124	2	214	216	213
Fri May 31 14:48:46 2024	1717147126	0	217	217	217
Fri May 31 14:48:51 2024	1717147131	0	218	218	218
Fri May 31 14:48:46 2024	1717147126	0	218	218	218
Fri May 31 14:48:48 2024	1717147128	0	218	218	218
Fri May 31 14:48:48 2024	1717147128	0	219	219	218
Fri May 31 14:48:52 2024	1717147132	0	219	219	219
Fri May 31 14:48:44 2024	1717147124	0	219	219	219
Fri May 31 14:48:47 2024	1717147127	0	219	220	219
Fri May 31 14:48:51 2024	1717147131	0	220	220	219
Fri May 31 14:48:48 2024	1717147128	0	220	220	220
Fri May 31 14:48:52 2024	1717147132	0	221	221	220
Fri May 31 14:48:47 2024	1717147127	0	221	221	221
Fri May 31 14:48:49 2024	1717147129	0	222	222	221
Fri May 31 14:48:46 2024	1717147126	0	222	222	222
Fri May 31 14:48:48 2024	1717147128	0	223	223	223
Fri May 31 14:48:48 2024	1717147128	0	223	223	219
Fri May 31 14:48:49 2024	1717147129	0	224	224	223
Fri May 31 14:48:49 2024	1717147129	0	224	224	223
Fri May 31 14:48:51 2024	1717147131	0	224	224	224
Fri May 31 14:48:47 2024	1717147127	0	224	224	224
Fri May 31 14:48:46 2024	1717147126	0	224	224	224
Fri May 31 14:48:51 2024	1717147131	0	224	224	223
Fri May 31 14:48:46 2024	1717147126	0	224	225	224
Fri May 31 14:48:49 2024	1717147129	0	225	225	225
